shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
e81bb089-9706-4260-bf6e-57a054f3429f,40.4200124990948,-86.89084079211,6,380.56
e81bb089-9706-4260-bf6e-57a054f3429f,40.422515482616,-86.8906638410463,13,670.69
e81bb089-9706-4260-bf6e-57a054f3429f,40.4346554026598,-86.8629689233342,68,3808.3
e81bb089-9706-4260-bf6e-57a054f3429f,40.429218141413,-86.8717983245451,48,2820.24
e81bb089-9706-4260-bf6e-57a054f3429f,40.4323035997588,-86.8657897363514,58,3439.03
e81bb089-9706-4260-bf6e-57a054f3429f,40.4245050252585,-86.8907035590427,19,894.91
e81bb089-9706-4260-bf6e-57a054f3429f,40.4247086124228,-86.8843327924367,28,1460.98
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4319665660223,-86.9147332156498,63,6608.68
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4593570277626,-86.9352054764682,37,2833.92
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.458787811022,-86.944136241337,23,2046.8
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4591143881,-86.9435060019645,24,2111.27
89055b80-8ef0-49cc-bbe3-6c7d5415021a,40.4232626965581,-86.9103453275116,56,2525.67
89055b80-8ef0-49cc-bbe3-6c7d5415021a,40.4230238782682,-86.9103364489916,54,2497.97
89055b80-8ef0-49cc-bbe3-6c7d5415021a,40.4240512414936,-86.9122749258572,60,2769.93
89055b80-8ef0-49cc-bbe3-6c7d5415021a,40.4240264587935,-86.9116297534042,58,2714.3
89055b80-8ef0-49cc-bbe3-6c7d5415021a,40.4241323484484,-86.9158440908948,61,3071.99
e81bb089-9706-4260-bf6e-57a054f3429f,40.437781624945,-86.8621248784718,77,4179.04
e81bb089-9706-4260-bf6e-57a054f3429f,40.4232475896755,-86.8906758750292,16,753.28
e81bb089-9706-4260-bf6e-57a054f3429f,40.4255079055568,-86.8772732920534,39,2147.18
e81bb089-9706-4260-bf6e-57a054f3429f,40.4200561895178,-86.8906611931796,7,396.51
e81bb089-9706-4260-bf6e-57a054f3429f,40.424666132013,-86.8884415560032,23,1111.23
e81bb089-9706-4260-bf6e-57a054f3429f,40.4292737993003,-86.8717567435456,49,2827.35
e81bb089-9706-4260-bf6e-57a054f3429f,40.4326537561643,-86.865538896799,59,3483.35
e81bb089-9706-4260-bf6e-57a054f3429f,40.422628,-86.890628,14,683.56
e81bb089-9706-4260-bf6e-57a054f3429f,40.4350269138245,-86.8624962220841,69,3865.77
e81bb089-9706-4260-bf6e-57a054f3429f,40.42460465532,-86.8906625717493,20,906.51
e81bb089-9706-4260-bf6e-57a054f3429f,40.424682225268,-86.8842090299254,29,1471.85
e81bb089-9706-4260-bf6e-57a054f3429f,40.425423319797,-86.8773058503523,38,2137.39
e81bb089-9706-4260-bf6e-57a054f3429f,40.4233344151577,-86.8906288975852,17,763.71
e81bb089-9706-4260-bf6e-57a054f3429f,40.4263214488215,-86.8773317766164,41,2238.39
e81bb089-9706-4260-bf6e-57a054f3429f,40.4208645408567,-86.8906744325117,8,486.34
28e019d7-aabd-407a-8617-6fb357801f08,40.4051203590796,-86.863666077258,72,4554.29
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3817468925799,-86.8757640859281,36,3387.94
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3817428205148,-86.8762238168172,37,3426.86
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3835403102887,-86.8964504649629,103,7702.74
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.383469154991,-86.8961369950847,104,7730.43
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3835286843596,-86.8959353507843,105,7748.74
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.3924433846472,-86.8477219028554,77,6029.1
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.3928844964761,-86.8480445859386,78,6085.21
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.4173152926365,-86.8896209925224,8,788.64
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3925484758919,-86.9029104977124,106,9057.57
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.392726,-86.902611,107,9089.69
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3836430224729,-86.8426031345524,161,12835.94
e81bb089-9706-4260-bf6e-57a054f3429f,40.4305689951003,-86.8691600757429,50,3089.94
e81bb089-9706-4260-bf6e-57a054f3429f,40.4329901251675,-86.8654420020982,60,3521.62
e81bb089-9706-4260-bf6e-57a054f3429f,40.4356224302218,-86.862223649141,70,3935.84
e81bb089-9706-4260-bf6e-57a054f3429f,40.4246985338648,-86.8883443100628,24,1120.21
e81bb089-9706-4260-bf6e-57a054f3429f,40.4247025652882,-86.8868191390049,25,1249.23
e81bb089-9706-4260-bf6e-57a054f3429f,40.4246884553053,-86.8907273898405,21,917.32
e81bb089-9706-4260-bf6e-57a054f3429f,40.4255942385935,-86.8773206327959,40,2157.58
e81bb089-9706-4260-bf6e-57a054f3429f,40.4319286270981,-86.8664281547067,54,3368.3
e81bb089-9706-4260-bf6e-57a054f3429f,40.426407021794,-86.877275121637,42,2249.04
e81bb089-9706-4260-bf6e-57a054f3429f,40.4279881208567,-86.8742369302454,45,2571.21
e81bb089-9706-4260-bf6e-57a054f3429f,40.4305671225901,-86.869079839574,51,3096.73
